promotion_id,merchant_id,promotion_type,start_date,end_date,promo_spend,promotion_return,promotion_roi
P0001000,M00728,BOGO,2026-03-02,2026-03-13,43.69,123.5,1.8265
P0000999,M00728,Free Delivery,2026-03-25,2026-04-03,166.96,423.32,1.5355
P0001001,M00728,Sponsored Listing,2026-05-14,2026-05-22,98.23,298.34,2.0371
P0001003,M00730,Percentage Off,2026-04-19,2026-04-25,88.59,183.05,1.0662
P0001004,M00731,Sponsored Listing,2026-03-20,2026-03-27,70.12,166.24,1.3709
P0001005,M00731,Free Delivery,2026-04-09,2026-04-13,58.55,203.23,2.4713
P0001007,M00732,Percentage Off,2026-03-18,2026-03-26,110.09,291.72,1.6498
P0001006,M00732,Percentage Off,2026-04-20,2026-04-25,55.32,96.63,0.7465
P0001009,M00733,Percentage Off,2026-03-31,2026-04-04,100.94,122.75,0.2161
P0001008,M00733,Percentage Off,2026-04-25,2026-04-30,48.41,74.28,0.5344
P0001010,M00733,Percentage Off,2026-04-27,2026-05-02,82.65,197.41,1.3886
P0001011,M00734,Free Delivery,2026-04-27,2026-05-04,42.6,78.17,0.8351
P0001012,M00735,Percentage Off,2026-04-08,2026-04-21,119.94,280.87,1.3419
P0001013,M00736,Percentage Off,2026-03-01,2026-03-14,117.42,267.45,1.2777
P0001014,M00737,Sponsored Listing,2026-03-09,2026-03-20,61.73,113.42,0.8372
P0001015,M00737,Sponsored Listing,2026-04-07,2026-04-21,99.84,134.56,0.3477
P0001016,M00737,Free Delivery,2026-05-16,2026-05-28,81.91,227.44,1.7765
P0001017,M00738,Percentage Off,2026-02-07,2026-02-20,22.96,29.81,0.2986
P0001018,M00738,Free Delivery,2026-04-11,2026-04-21,70.85,145.17,1.0489
P0001019,M00738,Percentage Off,2026-05-01,2026-05-10,96.69,278.66,1.8821
P0001020,M00739,Free Delivery,2026-03-25,2026-04-06,102.95,196.72,0.9108
P0001021,M00740,Sponsored Listing,2026-02-20,2026-03-03,56.3,92.23,0.6382
P0001022,M00741,Percentage Off,2026-02-16,2026-03-02,200.75,501.24,1.4968
P0001023,M00743,BOGO,2026-03-19,2026-04-01,69.34,104.53,0.5074
P0001024,M00743,Sponsored Listing,2026-04-15,2026-04-21,158.73,371.9,1.343
P0001025,M00744,Free Delivery,2026-04-05,2026-04-18,139.46,341.39,1.4479
P0001026,M00745,Sponsored Listing,2026-02-25,2026-03-01,126.05,291.64,1.3137
P0001027,M00747,Sponsored Listing,2026-02-24,2026-03-03,136.23,331.42,1.4328
P0001028,M00748,Free Delivery,2026-05-12,2026-05-21,373.76,503.98,0.3484
P0001029,M00750,Sponsored Listing,2026-04-29,2026-05-05,56.74,137.42,1.4221
P0001030,M00750,Sponsored Listing,2026-05-06,2026-05-20,60.16,149.53,1.4855
P0001033,M00751,BOGO,2026-03-26,2026-04-03,68.7,132.14,0.9235
P0001031,M00751,BOGO,2026-04-11,2026-04-15,117.88,67.5,-0.4274
P0001032,M00751,Percentage Off,2026-04-11,2026-04-17,50.8,110.98,1.1845
P0001034,M00751,Free Delivery,2026-05-08,2026-05-12,142.45,253.83,0.7819
P0001035,M00752,Percentage Off,2026-04-27,2026-05-07,112.71,168.28,0.4931
P0001036,M00752,Free Delivery,2026-05-12,2026-05-16,57.23,146.11,1.5533
P0001037,M00754,BOGO,2026-02-23,2026-03-09,67.89,111.88,0.648
P0001038,M00755,Free Delivery,2026-04-24,2026-05-03,80.3,136.14,0.6953
P0001040,M00755,Free Delivery,2026-05-11,2026-05-20,71.77,133.08,0.8542
P0001039,M00755,BOGO,2026-05-18,2026-05-26,52.43,105.86,1.019
P0001041,M00756,Sponsored Listing,2026-02-14,2026-02-21,86.69,174.74,1.0156
P0001043,M00757,BOGO,2026-03-17,2026-03-22,293.24,712.43,1.4295
P0001042,M00757,Free Delivery,2026-04-28,2026-05-05,109.24,239.09,1.1887
P0001044,M00758,Sponsored Listing,2026-04-21,2026-04-29,87.5,212.19,1.425
P0001045,M00759,BOGO,2026-03-25,2026-04-06,79.94,200.51,1.5083
P0001046,M00761,Sponsored Listing,2026-04-12,2026-04-21,57.27,69.62,0.2156
P0001047,M00762,Percentage Off,2026-03-13,2026-03-22,28.35,77.13,1.7212
P0001049,M00764,BOGO,2026-03-29,2026-04-08,26.12,46.43,0.7778
P0001048,M00764,BOGO,2026-04-19,2026-05-03,63.43,149.46,1.3563
P0001050,M00765,Percentage Off,2026-04-17,2026-04-21,106.9,166.17,0.5545
P0001052,M00766,BOGO,2026-02-02,2026-02-11,81.32,144.48,0.7768
P0001051,M00766,Free Delivery,2026-04-16,2026-04-22,23.1,48.57,1.1024
P0001054,M00767,Percentage Off,2026-02-07,2026-02-18,72.34,183.86,1.5415
P0001053,M00767,Percentage Off,2026-04-13,2026-04-17,56.76,83.15,0.4652
P0001055,M00768,Percentage Off,2026-02-06,2026-02-10,61.82,55.95,-0.0949
P0001057,M00768,Sponsored Listing,2026-03-24,2026-03-28,51.55,101.54,0.9696
P0001056,M00768,Sponsored Listing,2026-04-22,2026-05-05,70.31,212.57,2.0231
P0001058,M00769,BOGO,2026-04-15,2026-04-24,29.81,103.19,2.4617
P0001059,M00772,Free Delivery,2026-03-13,2026-03-21,121.38,348.09,1.8678
P0001061,M00773,BOGO,2026-02-03,2026-02-07,45.33,80.45,0.7747
P0001060,M00773,Free Delivery,2026-04-04,2026-04-12,66.02,106.04,0.6063
P0001062,M00774,Free Delivery,2026-04-13,2026-04-18,23.37,57.94,1.4796
P0001065,M00776,Sponsored Listing,2026-02-16,2026-02-21,26.46,69.23,1.6168
P0001063,M00776,Percentage Off,2026-04-10,2026-04-20,126.33,229.74,0.8185
P0001064,M00776,Free Delivery,2026-05-20,2026-06-01,68.38,109.44,0.6005
P0001066,M00777,Free Delivery,2026-04-30,2026-05-06,93.54,214.4,1.2921
P0001067,M00779,Free Delivery,2026-03-20,2026-03-28,127.54,155.16,0.2165
P0001069,M00780,Free Delivery,2026-02-26,2026-03-05,41.56,69.45,0.6709
P0001068,M00780,Percentage Off,2026-04-08,2026-04-15,42.94,59.67,0.3898
P0001070,M00781,Percentage Off,2026-02-24,2026-03-09,569.05,1482.29,1.6048
P0001071,M00781,Free Delivery,2026-03-18,2026-03-22,37.14,117.13,2.1541
P0001072,M00783,BOGO,2026-04-19,2026-04-24,92.66,185.47,1.0015
P0001073,M00784,Free Delivery,2026-03-01,2026-03-07,118.45,231.06,0.9506
P0001074,M00784,Percentage Off,2026-03-12,2026-03-18,133.47,224.78,0.6842
P0001075,M00784,BOGO,2026-04-27,2026-05-05,56.57,153.79,1.7188
P0001076,M00785,Percentage Off,2026-02-28,2026-03-08,51.95,99.65,0.9183
P0001077,M00786,Free Delivery,2026-02-19,2026-02-23,74.78,97.99,0.3105
P0001079,M00789,Free Delivery,2026-02-01,2026-02-12,68.49,138.33,1.0198
P0001078,M00789,BOGO,2026-02-22,2026-03-07,29.68,69.36,1.337
P0001080,M00790,Sponsored Listing,2026-04-30,2026-05-06,38.16,104.32,1.7336
P0001082,M00793,Percentage Off,2026-04-16,2026-04-24,88.29,157.1,0.7792
P0001081,M00793,BOGO,2026-05-07,2026-05-21,87.09,209.55,1.4061
P0001083,M00794,Free Delivery,2026-04-27,2026-05-03,600.0,1455.87,1.4264
P0001084,M00794,Free Delivery,2026-05-11,2026-05-21,143.27,256.88,0.7929
P0001085,M00795,Free Delivery,2026-04-25,2026-04-29,114.2,302.16,1.6458
P0001086,M00796,BOGO,2026-03-09,2026-03-23,41.13,73.91,0.7971
P0001088,M00796,Percentage Off,2026-03-23,2026-03-31,59.02,127.6,1.162
P0001087,M00796,Free Delivery,2026-03-29,2026-04-11,232.11,446.32,0.9229
P0001090,M00796,Sponsored Listing,2026-04-10,2026-04-16,69.28,143.51,1.0717
P0001089,M00796,BOGO,2026-04-20,2026-05-04,148.18,285.3,0.9254
P0001091,M00797,Free Delivery,2026-04-30,2026-05-08,151.94,358.61,1.3602
P0001093,M00798,Free Delivery,2026-02-15,2026-02-22,165.05,432.95,1.6232
P0001092,M00798,Percentage Off,2026-03-07,2026-03-21,104.2,295.31,1.834
P0001094,M00799,BOGO,2026-02-10,2026-02-14,99.4,242.44,1.439
P0001095,M00799,Free Delivery,2026-04-29,2026-05-08,121.85,276.75,1.2712
P0001097,M00800,BOGO,2026-02-07,2026-02-19,126.23,341.11,1.7024
P0001098,M00800,Free Delivery,2026-03-10,2026-03-15,57.92,76.56,0.3218
P0001096,M00800,Free Delivery,2026-03-29,2026-04-10,29.52,63.17,1.1401
P0001100,M00801,Percentage Off,2026-03-10,2026-03-15,51.4,140.95,1.7422
P0001099,M00801,Percentage Off,2026-04-22,2026-05-02,84.35,227.97,1.7027
P0001101,M00803,BOGO,2026-03-20,2026-03-31,116.69,221.35,0.8969
P0001102,M00803,Sponsored Listing,2026-05-01,2026-05-09,64.75,106.2,0.6403
P0001103,M00805,Free Delivery,2026-04-18,2026-04-26,61.83,133.88,1.1653
P0001104,M00805,Percentage Off,2026-04-29,2026-05-10,70.63,164.93,1.3352
P0001106,M00806,Percentage Off,2026-02-08,2026-02-16,86.08,242.51,1.8173
P0001105,M00806,Sponsored Listing,2026-02-28,2026-03-05,105.95,185.64,0.7522
P0001107,M00806,Free Delivery,2026-03-20,2026-03-28,159.88,259.87,0.6254
P0001108,M00807,Free Delivery,2026-04-23,2026-05-02,46.12,100.43,1.1776
P0001109,M00808,Free Delivery,2026-03-12,2026-03-21,257.42,425.54,0.6531
P0001110,M00808,BOGO,2026-04-02,2026-04-10,58.6,140.65,1.3999
P0001111,M00808,Sponsored Listing,2026-05-13,2026-05-18,155.47,406.31,1.6134
P0001113,M00809,Sponsored Listing,2026-02-18,2026-03-03,93.58,178.13,0.9036
P0001112,M00809,Sponsored Listing,2026-02-27,2026-03-09,80.05,151.17,0.8885
P0001114,M00811,BOGO,2026-04-09,2026-04-21,37.23,113.08,2.0371
P0001116,M00813,BOGO,2026-04-22,2026-05-05,92.29,160.18,0.7356
P0001115,M00813,BOGO,2026-05-13,2026-05-17,45.11,100.3,1.2233
P0001117,M00814,Percentage Off,2026-03-12,2026-03-22,82.12,198.12,1.4125
P0001118,M00814,Free Delivery,2026-04-26,2026-05-04,180.88,356.24,0.9695
P0001119,M00815,Sponsored Listing,2026-03-08,2026-03-21,103.59,243.41,1.3497
P0001120,M00816,Sponsored Listing,2026-05-15,2026-05-27,210.31,230.35,0.0953
P0001122,M00817,Free Delivery,2026-03-14,2026-03-28,60.82,136.49,1.2441
P0001121,M00817,BOGO,2026-04-28,2026-05-05,114.92,244.31,1.1259
P0001123,M00818,Sponsored Listing,2026-02-09,2026-02-17,87.89,198.35,1.2568
P0001124,M00818,Sponsored Listing,2026-05-02,2026-05-13,48.45,107.81,1.2252
P0001125,M00820,Free Delivery,2026-02-25,2026-03-09,202.14,597.7,1.9569
P0001126,M00821,BOGO,2026-05-06,2026-05-16,74.9,172.68,1.3054
P0001127,M00822,BOGO,2026-04-12,2026-04-18,71.35,159.53,1.2359
P0001128,M00823,Free Delivery,2026-05-10,2026-05-19,80.83,196.97,1.4369
P0001129,M00824,Free Delivery,2026-02-06,2026-02-15,122.86,249.51,1.0309
P0001130,M00824,Sponsored Listing,2026-03-25,2026-04-07,42.04,98.13,1.3339
P0001131,M00829,Sponsored Listing,2026-02-14,2026-02-21,91.48,207.42,1.2674
P0001133,M00830,Percentage Off,2026-03-08,2026-03-15,41.43,88.3,1.1313
P0001132,M00830,Percentage Off,2026-03-15,2026-03-27,186.63,474.39,1.5418
P0001134,M00831,BOGO,2026-04-01,2026-04-15,45.2,104.39,1.3095
P0001135,M00831,Free Delivery,2026-05-16,2026-05-22,70.03,118.72,0.6953
P0001137,M00832,Free Delivery,2026-02-25,2026-03-07,63.72,182.32,1.861
P0001136,M00832,Sponsored Listing,2026-04-03,2026-04-07,131.57,396.98,2.0172
P0001138,M00835,Percentage Off,2026-04-30,2026-05-08,106.44,190.24,0.7873
P0001139,M00836,Free Delivery,2026-04-20,2026-04-27,31.89,59.0,0.8503
P0001140,M00837,Percentage Off,2026-02-15,2026-02-24,98.38,252.22,1.5636
P0001141,M00837,Percentage Off,2026-03-15,2026-03-27,54.39,82.47,0.5162
P0001142,M00837,Free Delivery,2026-04-19,2026-04-25,57.11,182.99,2.2042
P0001144,M00838,Free Delivery,2026-02-12,2026-02-16,33.14,66.67,1.0114
P0001143,M00838,Sponsored Listing,2026-02-24,2026-03-08,52.59,108.49,1.063
P0001147,M00839,Sponsored Listing,2026-02-05,2026-02-19,108.03,276.79,1.5622
P0001145,M00839,Percentage Off,2026-04-04,2026-04-17,53.32,122.42,1.296
P0001149,M00839,Percentage Off,2026-04-17,2026-04-21,45.4,136.31,2.0027
P0001150,M00839,Free Delivery,2026-04-29,2026-05-07,80.8,120.41,0.4901
P0001148,M00839,Free Delivery,2026-05-17,2026-05-24,108.01,204.75,0.8957
P0001146,M00839,BOGO,2026-05-20,2026-06-03,100.53,281.8,1.8031
P0001151,M00840,Sponsored Listing,2026-02-07,2026-02-13,39.67,126.98,2.201
P0001152,M00840,Sponsored Listing,2026-05-01,2026-05-13,111.89,371.28,2.3184
P0001155,M00841,Percentage Off,2026-02-16,2026-02-24,64.67,124.38,0.9234
P0001154,M00841,Free Delivery,2026-05-04,2026-05-18,70.36,182.03,1.587
P0001153,M00841,Sponsored Listing,2026-05-07,2026-05-11,94.14,150.35,0.5971
P0001156,M00842,Percentage Off,2026-04-07,2026-04-11,227.44,360.81,0.5864
P0001157,M00843,Percentage Off,2026-03-06,2026-03-13,60.18,157.07,1.61
P0001158,M00844,BOGO,2026-03-07,2026-03-16,36.9,87.62,1.3746
P0001159,M00845,Percentage Off,2026-03-03,2026-03-08,54.33,111.94,1.0605
P0001161,M00845,BOGO,2026-03-14,2026-03-21,244.07,352.71,0.4451
P0001160,M00845,Percentage Off,2026-04-05,2026-04-11,22.16,66.23,1.9885
P0001162,M00845,BOGO,2026-04-17,2026-04-22,161.11,518.2,2.2164
P0001164,M00846,BOGO,2026-03-11,2026-03-25,34.76,69.74,1.0061
P0001163,M00846,Percentage Off,2026-03-14,2026-03-26,104.85,298.01,1.8423
P0001165,M00846,Percentage Off,2026-03-30,2026-04-11,73.03,191.28,1.6192
P0001166,M00847,Percentage Off,2026-02-06,2026-02-11,72.12,91.9,0.2742
P0001167,M00848,Sponsored Listing,2026-02-14,2026-02-25,74.95,41.49,-0.4464
P0001168,M00849,BOGO,2026-03-19,2026-04-01,163.83,324.2,0.9789
P0001169,M00849,Sponsored Listing,2026-05-16,2026-05-22,119.92,323.82,1.7003
P0001170,M00850,Free Delivery,2026-03-18,2026-03-22,40.49,45.43,0.1219
P0001171,M00851,Free Delivery,2026-03-08,2026-03-19,33.62,88.54,1.6337
P0001172,M00851,Free Delivery,2026-03-14,2026-03-19,92.28,105.68,0.1452
P0001173,M00853,Percentage Off,2026-02-09,2026-02-18,57.24,116.31,1.0321
P0001174,M00853,Percentage Off,2026-03-10,2026-03-21,34.08,64.59,0.8953
P0001175,M00853,BOGO,2026-05-07,2026-05-12,181.33,310.59,0.7129
P0001176,M00854,Free Delivery,2026-02-23,2026-02-28,101.36,94.8,-0.0647
P0001177,M00855,Percentage Off,2026-03-18,2026-03-30,35.8,47.74,0.3336
P0001178,M00856,BOGO,2026-02-25,2026-03-04,190.16,422.99,1.2244
P0001179,M00857,Percentage Off,2026-02-15,2026-02-24,283.37,756.9,1.6711
P0001180,M00857,Sponsored Listing,2026-04-24,2026-05-04,161.1,248.38,0.5418
P0001183,M00858,Percentage Off,2026-02-01,2026-02-06,84.37,303.21,2.5937
P0001182,M00858,Free Delivery,2026-02-06,2026-02-11,41.61,96.2,1.3118
P0001181,M00858,BOGO,2026-03-10,2026-03-16,63.36,143.96,1.272
P0001184,M00858,BOGO,2026-03-20,2026-03-29,142.12,248.12,0.7458
P0001185,M00859,Free Delivery,2026-04-08,2026-04-14,109.01,193.21,0.7725
P0001187,M00862,Sponsored Listing,2026-03-21,2026-04-03,127.52,294.47,1.3093
P0001186,M00862,Free Delivery,2026-04-12,2026-04-18,40.01,108.39,1.7088
P0001188,M00862,Free Delivery,2026-05-05,2026-05-15,145.34,388.78,1.675
P0001189,M00864,Percentage Off,2026-03-02,2026-03-10,41.95,123.21,1.937
P0001193,M00864,Sponsored Listing,2026-03-17,2026-03-24,60.02,121.05,1.0167
P0001190,M00864,Sponsored Listing,2026-03-30,2026-04-05,144.42,182.62,0.2645
P0001191,M00864,BOGO,2026-04-17,2026-04-28,362.68,919.99,1.5367
P0001192,M00864,Sponsored Listing,2026-05-14,2026-05-22,111.21,253.24,1.2771
P0001194,M00865,Sponsored Listing,2026-03-28,2026-04-01,61.39,66.2,0.0782
P0001195,M00866,Free Delivery,2026-04-09,2026-04-18,180.07,584.29,2.2448
P0001196,M00868,Free Delivery,2026-02-28,2026-03-12,125.1,244.82,0.957
P0001197,M00869,BOGO,2026-02-09,2026-02-20,110.39,247.52,1.2422
P0001198,M00869,Percentage Off,2026-04-22,2026-05-04,22.56,42.05,0.8634
P0001199,M00869,Percentage Off,2026-05-01,2026-05-09,145.5,345.31,1.3733
P0001200,M00870,BOGO,2026-03-11,2026-03-22,332.69,666.6,1.0037
P0001201,M00873,Percentage Off,2026-04-23,2026-04-29,53.24,90.84,0.7065
P0001202,M00874,Free Delivery,2026-03-22,2026-03-28,70.14,168.32,1.3999
P0001203,M00875,Percentage Off,2026-02-01,2026-02-15,135.31,303.75,1.2449
P0001204,M00876,Percentage Off,2026-03-03,2026-03-14,130.76,425.83,2.2565
P0001205,M00878,Free Delivery,2026-03-17,2026-03-28,18.52,53.26,1.8762
P0001206,M00879,BOGO,2026-02-24,2026-03-01,51.7,137.3,1.6557
P0001207,M00879,Sponsored Listing,2026-03-08,2026-03-22,206.51,309.7,0.4996
P0001209,M00880,Free Delivery,2026-03-18,2026-03-26,55.57,119.16,1.1444
P0001208,M00880,Free Delivery,2026-04-04,2026-04-15,53.07,110.68,1.0855
P0001210,M00881,Free Delivery,2026-05-10,2026-05-16,102.13,190.23,0.8626
P0001212,M00882,Sponsored Listing,2026-03-11,2026-03-16,85.62,172.55,1.0154
P0001211,M00882,Percentage Off,2026-04-25,2026-05-07,212.62,502.45,1.3631
P0001213,M00883,BOGO,2026-05-17,2026-05-24,78.38,165.04,1.1056
P0001214,M00885,Percentage Off,2026-03-16,2026-03-21,100.38,266.66,1.6565
P0001215,M00886,BOGO,2026-02-02,2026-02-14,40.23,80.46,0.9998
P0001216,M00886,Sponsored Listing,2026-03-14,2026-03-28,70.26,163.84,1.3319
P0001219,M00887,Free Delivery,2026-02-22,2026-03-08,54.05,144.14,1.667
P0001217,M00887,Sponsored Listing,2026-03-18,2026-03-24,127.7,272.42,1.1333
P0001218,M00887,Sponsored Listing,2026-03-30,2026-04-03,156.97,266.37,0.697
P0001220,M00888,Free Delivery,2026-02-16,2026-02-21,50.27,138.73,1.7594
P0001221,M00888,Free Delivery,2026-03-02,2026-03-06,378.47,773.84,1.0446
P0001222,M00889,BOGO,2026-04-27,2026-05-09,123.78,150.82,0.2184
P0001224,M00890,Sponsored Listing,2026-02-25,2026-03-11,32.25,74.66,1.3151
P0001223,M00890,Free Delivery,2026-05-07,2026-05-20,148.64,475.63,2.1999
P0001226,M00892,BOGO,2026-04-23,2026-04-28,12.0,27.85,1.3212
P0001225,M00892,Free Delivery,2026-04-27,2026-05-06,312.14,557.48,0.786
P0001227,M00892,Percentage Off,2026-05-02,2026-05-10,53.02,149.09,1.8121
P0001228,M00894,BOGO,2026-02-23,2026-03-06,136.14,389.06,1.8577
P0001229,M00894,Free Delivery,2026-02-24,2026-02-28,124.66,281.08,1.2549
P0001231,M00895,Percentage Off,2026-02-01,2026-02-12,144.73,190.84,0.3185
P0001232,M00895,Percentage Off,2026-03-30,2026-04-08,48.52,64.19,0.323
P0001230,M00895,BOGO,2026-05-12,2026-05-17,34.3,74.77,1.1798
P0001235,M00896,Sponsored Listing,2026-03-02,2026-03-12,107.85,177.57,0.6465
P0001234,M00896,Percentage Off,2026-04-04,2026-04-17,39.48,84.39,1.1372
P0001233,M00896,BOGO,2026-05-06,2026-05-12,148.3,429.75,1.8979
P0001236,M00897,Percentage Off,2026-03-02,2026-03-09,33.64,55.68,0.6553
P0001237,M00900,BOGO,2026-04-28,2026-05-04,52.09,160.24,2.076
P0001238,M00901,BOGO,2026-02-04,2026-02-18,129.44,344.68,1.6629
P0001242,M00902,BOGO,2026-02-08,2026-02-12,148.38,174.55,0.1763
P0001243,M00902,Percentage Off,2026-03-03,2026-03-07,86.93,227.62,1.6185
P0001241,M00902,Sponsored Listing,2026-03-26,2026-03-30,45.65,54.75,0.1993
P0001240,M00902,BOGO,2026-04-02,2026-04-08,105.8,227.73,1.1524
P0001239,M00902,Sponsored Listing,2026-05-01,2026-05-13,372.35,374.64,0.0061
P0001244,M00904,Sponsored Listing,2026-02-06,2026-02-12,96.9,110.02,0.1354
P0001245,M00904,Free Delivery,2026-04-13,2026-04-18,85.11,150.03,0.7628
P0001246,M00905,Percentage Off,2026-02-05,2026-02-14,32.19,54.03,0.6786
P0001248,M00905,Percentage Off,2026-03-02,2026-03-09,64.06,90.84,0.4179
P0001249,M00905,Sponsored Listing,2026-04-05,2026-04-09,89.59,121.17,0.3524
P0001247,M00905,BOGO,2026-04-10,2026-04-23,82.16,128.32,0.5617
P0001251,M00907,Percentage Off,2026-02-21,2026-02-26,212.94,397.71,0.8677
P0001253,M00907,Percentage Off,2026-03-03,2026-03-14,35.0,104.43,1.9833
P0001252,M00907,BOGO,2026-04-24,2026-05-02,83.41,136.28,0.6339
P0001250,M00907,Free Delivery,2026-04-30,2026-05-07,87.23,162.41,0.8619
P0001255,M00908,Percentage Off,2026-02-13,2026-02-23,90.74,157.62,0.7372
P0001254,M00908,BOGO,2026-05-14,2026-05-19,125.82,279.36,1.2203
P0001257,M00909,Sponsored Listing,2026-02-12,2026-02-19,111.33,351.91,2.161
P0001256,M00909,Percentage Off,2026-03-06,2026-03-11,269.58,594.45,1.2051
P0001259,M00910,Percentage Off,2026-02-03,2026-02-09,159.49,218.42,0.3696
P0001258,M00910,Free Delivery,2026-03-05,2026-03-15,175.32,385.9,1.2012
P0001260,M00911,Percentage Off,2026-04-20,2026-05-04,36.71,93.51,1.5475
P0001261,M00911,BOGO,2026-05-12,2026-05-20,68.77,176.33,1.5641
P0001262,M00912,BOGO,2026-03-23,2026-03-28,76.89,132.68,0.7256
P0001263,M00913,Sponsored Listing,2026-05-13,2026-05-23,140.01,259.53,0.8537
P0001264,M00913,Free Delivery,2026-05-16,2026-05-24,63.03,111.57,0.7701
P0001265,M00915,Percentage Off,2026-03-28,2026-04-05,69.58,196.47,1.8236
P0001266,M00918,Sponsored Listing,2026-04-27,2026-05-10,63.75,96.48,0.5135
P0001267,M00919,Free Delivery,2026-02-02,2026-02-06,40.97,126.47,2.0869
P0001268,M00919,BOGO,2026-02-14,2026-02-24,91.65,186.5,1.0349
P0001270,M00920,Free Delivery,2026-04-07,2026-04-20,55.98,127.81,1.2829
P0001269,M00920,Free Delivery,2026-05-17,2026-05-27,23.14,42.18,0.8229
P0001271,M00921,BOGO,2026-04-04,2026-04-08,71.77,194.47,1.7098
P0001272,M00922,BOGO,2026-02-19,2026-03-05,34.54,83.87,1.428
P0001274,M00924,BOGO,2026-03-02,2026-03-13,90.74,141.95,0.5644
P0001275,M00924,BOGO,2026-04-13,2026-04-22,141.11,379.44,1.689
P0001273,M00924,Free Delivery,2026-05-19,2026-05-26,278.41,325.96,0.1708
P0001276,M00925,Sponsored Listing,2026-02-24,2026-03-10,60.84,140.98,1.3171
P0001277,M00925,Percentage Off,2026-03-24,2026-03-29,40.33,55.36,0.3726
P0001278,M00926,BOGO,2026-03-17,2026-03-23,123.2,239.63,0.9451
P0001279,M00926,Free Delivery,2026-05-08,2026-05-22,53.12,124.87,1.3507
P0001280,M00927,BOGO,2026-03-26,2026-04-07,65.47,141.27,1.1578
P0001281,M00930,BOGO,2026-03-26,2026-04-03,89.76,111.05,0.2372
P0001282,M00931,BOGO,2026-04-19,2026-04-28,194.68,545.34,1.8012
P0001283,M00932,BOGO,2026-03-06,2026-03-19,82.4,210.27,1.5519
P0001284,M00932,Percentage Off,2026-05-12,2026-05-24,156.16,458.35,1.9352
P0001285,M00932,Free Delivery,2026-05-14,2026-05-20,147.78,199.59,0.3506
P0001286,M00933,Sponsored Listing,2026-03-15,2026-03-27,31.59,54.16,0.7146
P0001288,M00933,BOGO,2026-04-01,2026-04-06,66.23,107.53,0.6235
P0001287,M00933,Percentage Off,2026-05-04,2026-05-08,199.01,273.26,0.3731
P0001289,M00934,Percentage Off,2026-03-05,2026-03-15,40.75,92.89,1.2796
P0001290,M00934,Free Delivery,2026-05-04,2026-05-10,77.58,182.24,1.349
P0001291,M00935,BOGO,2026-04-23,2026-05-07,23.6,42.77,0.8122
P0001292,M00936,Percentage Off,2026-04-27,2026-05-10,141.29,223.83,0.5842
P0001293,M00936,Free Delivery,2026-05-13,2026-05-18,87.19,171.02,0.9615
P0001295,M00937,Free Delivery,2026-03-09,2026-03-18,63.21,91.19,0.4428
P0001294,M00937,Free Delivery,2026-04-07,2026-04-21,47.22,120.93,1.5612
P0001296,M00937,Percentage Off,2026-04-11,2026-04-23,76.24,126.9,0.6644
P0001297,M00938,Free Delivery,2026-04-15,2026-04-21,67.34,208.74,2.0997
P0001298,M00940,Free Delivery,2026-04-16,2026-04-22,57.62,154.57,1.6827
P0001301,M00943,BOGO,2026-02-22,2026-03-01,102.49,254.13,1.4795
P0001300,M00943,Free Delivery,2026-05-02,2026-05-08,49.13,107.35,1.1852
P0001299,M00943,Percentage Off,2026-05-06,2026-05-18,108.25,266.78,1.4644
P0001302,M00944,Free Delivery,2026-02-19,2026-03-04,146.12,395.44,1.7062
P0001303,M00945,Free Delivery,2026-04-02,2026-04-15,218.96,393.08,0.7952
P0001304,M00945,Sponsored Listing,2026-04-06,2026-04-19,34.91,67.31,0.9282
P0001305,M00946,Percentage Off,2026-04-05,2026-04-11,41.38,99.67,1.4085
P0001306,M00948,Percentage Off,2026-05-06,2026-05-10,16.25,20.87,0.2842
P0001307,M00950,Free Delivery,2026-02-13,2026-02-20,114.33,281.89,1.4657
P0001308,M00952,BOGO,2026-03-08,2026-03-15,71.58,201.82,1.8196
P0001309,M00952,Percentage Off,2026-03-19,2026-03-26,104.83,111.27,0.0615
P0001310,M00952,Percentage Off,2026-03-30,2026-04-10,126.51,152.04,0.2018
